Glucose Data,Generated on,21-11-2024 12:39 UTC,Generated by,Carlisha  Steele 
Device,Serial Number,Device Timestamp,Record Type,Historic Glucose mmol/L,Scan Glucose mmol/L,Non-numeric Rapid-Acting Insulin,Rapid-Acting Insulin (units),Non-numeric Food,Carbohydrates (grams),Carbohydrates (servings),Non-numeric Long-Acting Insulin,Long-Acting Insulin (units),Notes,Strip Glucose mmol/L,Ketone mmol/L,Meal Insulin (units),Correction Insulin (units),User Change Insulin (units)
FreeStyle Libre 2,MHGE055-T5541,08-11-2024 21:44,0,11.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,08-11-2024 21:59,0,10.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,08-11-2024 22:14,0,10.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,08-11-2024 22:29,0,9.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,08-11-2024 22:44,0,8.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,08-11-2024 22:59,0,8.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,08-11-2024 23:14,0,9.0,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,08-11-2024 23:29,0,9.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,08-11-2024 23:44,0,9.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,08-11-2024 23:59,0,9.0,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 00:14,0,8.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 00:29,0,8.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 00:44,0,9.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 00:59,0,10.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 01:14,0,10.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 01:29,0,10.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 01:44,0,10.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 01:59,0,11.5,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 02:14,0,11.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 02:29,0,11.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 02:44,0,11.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 02:59,0,11.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 03:14,0,11.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 03:29,0,13.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 03:44,0,13.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 03:59,0,14.5,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 04:14,0,14.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 04:29,0,14.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 04:44,0,14.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 04:59,0,15.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 05:14,0,14.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 05:29,0,14.0,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 05:46,0,15.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 06:01,0,16.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 06:16,0,16.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 06:31,0,16.0,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 06:46,0,16.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 07:01,0,15.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 07:16,0,15.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 07:31,0,14.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 07:46,0,12.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 08:01,0,11.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 08:16,0,11.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 08:31,0,10.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 08:46,0,8.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 09:01,0,8.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 09:16,0,8.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 09:32,0,8.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 09:47,0,7.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 10:02,0,6.0,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 10:17,0,6.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 10:32,0,7.0,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 10:47,0,7.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 11:02,0,6.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 11:17,0,6.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 11:32,0,6.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 11:47,0,7.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 12:02,0,7.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 12:19,0,8.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 12:34,0,8.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 12:49,0,7.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 13:04,0,8.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 13:19,0,9.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 13:34,0,9.5,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 13:49,0,10.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 14:04,0,11.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 14:19,0,11.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 14:34,0,12.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 14:49,0,11.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 15:04,0,11.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 15:21,0,12.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 15:36,0,12.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 15:51,0,11.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 16:06,0,10.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 16:21,0,10.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 16:36,0,11.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 16:51,0,11.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 17:06,0,9.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 17:21,0,6.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 17:36,0,8.0,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 17:51,0,11.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 18:06,0,11.5,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 18:21,0,10.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 18:36,0,8.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 18:51,0,8.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 19:06,0,11.0,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 19:21,0,11.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 19:36,0,9.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 19:51,0,9.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 20:07,0,11.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 20:22,0,11.5,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 20:37,0,9.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 20:52,0,9.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 21:07,0,10.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 21:22,0,9.0,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 21:37,0,6.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 21:52,0,6.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 22:07,0,7.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 22:24,0,6.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 22:39,0,5.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 22:54,0,5.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 23:09,0,6.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 23:24,0,6.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 23:39,0,7.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,09-11-2024 23:54,0,7.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 00:09,0,6.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 00:24,0,8.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 00:39,0,11.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 00:54,0,12.0,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 01:57,0,13.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 02:12,0,17.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 02:27,0,18.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 02:42,0,19.0,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 02:57,0,20.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 03:12,0,21.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 03:27,0,21.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 03:42,0,21.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 03:57,0,21.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 04:12,0,22.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 04:27,0,22.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 04:42,0,22.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 04:57,0,22.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 05:12,0,22.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 05:27,0,22.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 05:42,0,22.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 05:57,0,22.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 06:12,0,22.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 06:27,0,22.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 06:42,0,21.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 06:57,0,21.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 07:12,0,22.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 07:27,0,21.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 07:42,0,20.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 07:57,0,21.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 08:12,0,19.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 08:27,0,19.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 08:42,0,20.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 08:57,0,19.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 09:12,0,19.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 09:27,0,19.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 09:43,0,18.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 09:59,0,18.5,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 10:14,0,18.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 10:29,0,16.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 10:44,0,14.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 10:59,0,14.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 11:14,0,14.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 11:29,0,14.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 11:44,0,13.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 11:59,0,13.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 12:14,0,14.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 12:29,0,13.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 12:45,0,13.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 13:00,0,13.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 13:15,0,13.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 13:30,0,13.0,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 13:45,0,11.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 14:00,0,11.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 14:15,0,12.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 14:30,0,12.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 14:45,0,11.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 15:00,0,11.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 15:15,0,12.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 15:30,0,13.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 15:45,0,12.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 16:00,0,12.5,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 16:16,0,12.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 16:31,0,13.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 16:46,0,14.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 17:01,0,13.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 17:16,0,12.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 17:31,0,12.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 17:46,0,13.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 18:02,0,13.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 18:17,0,13.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 18:32,0,13.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 18:47,0,13.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 19:02,0,13.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 22:07,0,8.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 22:22,0,8.5,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 22:37,0,8.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 22:52,0,6.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 23:07,0,5.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 23:22,0,6.5,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 23:37,0,6.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,10-11-2024 23:52,0,6.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 00:07,0,6.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 00:22,0,6.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 00:37,0,6.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 00:52,0,7.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 01:07,0,8.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 01:22,0,9.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 01:37,0,9.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 01:52,0,9.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 02:07,0,9.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 02:22,0,9.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 02:37,0,10.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 02:52,0,11.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 03:07,0,11.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 03:22,0,12.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 03:37,0,13.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 03:52,0,14.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 04:07,0,14.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 04:22,0,14.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 04:37,0,15.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 04:52,0,16.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 05:07,0,16.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 05:22,0,15.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 05:37,0,16.0,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 05:52,0,17.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 06:07,0,18.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 06:22,0,18.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 06:37,0,17.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 06:53,0,17.5,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 07:08,0,16.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 07:23,0,16.0,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 07:38,0,15.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 07:53,0,12.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 08:08,0,14.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 08:23,0,15.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 08:38,0,14.5,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 08:53,0,14.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 09:09,0,14.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 09:24,0,15.0,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 09:39,0,14.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 09:54,0,11.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 10:09,0,12.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 10:24,0,13.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 10:39,0,12.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 10:54,0,13.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 11:09,0,12.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 11:24,0,11.8,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 11:39,0,11.0,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 11:55,0,12.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 12:10,0,12.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 12:25,0,11.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 12:40,0,11.0,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 12:56,0,11.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 13:11,0,11.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 13:26,0,10.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 13:41,0,9.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 13:56,0,9.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 14:11,0,11.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 14:26,0,11.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 14:41,0,9.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 14:56,0,9.2,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 15:11,0,9.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 15:26,0,11.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 15:42,0,12.7,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 15:57,0,12.4,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 16:13,0,10.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 16:28,0,10.1,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 16:43,0,11.0,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 16:58,0,11.6,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 17:13,0,10.3,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 17:28,0,8.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 17:43,0,9.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 17:58,0,11.9,,,,,,,,,,,,,,
FreeStyle Libre 2,MHGE055-T5541,11-11-2024 18:13,0,12.4,,,,,,,,,,,,,,
